id,candidate_id,job_id,match_score,status
2022,802,1619,65,Interviewing
2023,802,1010,84,Rejected
2024,803,1206,72,Applied
2025,803,581,79,Offered
2026,803,232,63,Offered
2027,803,1386,90,Offered
2028,804,870,75,Rejected
2029,804,1196,91,Interviewing
2030,804,1613,87,Technical Test
2031,804,1367,91,Rejected
2032,805,419,83,Technical Test
2033,805,368,83,Applied
2034,806,1022,79,Offered
2035,806,590,81,Interviewing
2036,807,134,92,Rejected
2037,807,680,78,Applied
2038,807,1392,98,Rejected
2039,808,1167,91,Offered
2040,809,1954,75,Offered
2041,809,665,82,Offered
2042,809,601,61,Rejected
2043,810,278,100,Applied
2044,810,1852,64,Technical Test
2045,811,1812,72,Rejected
2046,811,876,71,Rejected
2047,811,865,70,Technical Test
2048,812,1865,97,Applied
2049,812,882,94,Interviewing
2050,812,1345,73,Technical Test
2051,813,1451,82,Interviewing
2052,813,1386,66,Rejected
2053,814,716,82,Technical Test
2054,815,725,96,Applied
2055,815,305,63,Interviewing
2056,816,1316,61,Interviewing
2057,816,928,60,Technical Test
2058,816,287,96,Offered
2059,817,619,72,Applied
2060,817,652,71,Offered
2061,818,717,83,Offered
2062,818,588,77,Interviewing
2063,818,1576,75,Technical Test
2064,819,1731,68,Rejected
2065,819,1995,99,Offered
2066,819,1664,72,Rejected
2067,820,1518,82,Offered
2068,820,592,91,Rejected
2069,821,1956,77,Rejected
2070,822,1669,94,Applied
2071,823,605,70,Technical Test
2072,823,85,89,Interviewing
2073,824,1500,63,Offered
2074,824,1735,78,Applied
2075,824,286,69,Applied
2076,824,1967,89,Offered
2077,825,143,80,Offered
2078,825,589,83,Applied
2079,826,1427,60,Applied
2080,826,239,94,Offered
2081,827,1905,79,Applied
2082,828,1800,85,Technical Test
2083,828,381,94,Rejected
2084,828,140,75,Interviewing
2085,828,639,99,Offered
2086,829,2003,99,Interviewing
2087,830,833,85,Offered
2088,830,1,79,Rejected
2089,830,982,97,Applied
2090,831,1775,67,Offered
2091,831,221,80,Interviewing
2092,831,1153,83,Rejected
2093,832,1481,85,Applied
2094,832,403,95,Technical Test
2095,833,162,60,Applied
2096,833,799,98,Technical Test
2097,833,1534,88,Technical Test
2098,833,221,90,Offered
2099,834,1627,85,Rejected
2100,834,1329,88,Interviewing
2101,834,1261,91,Rejected
2102,835,1482,70,Rejected
2103,835,1768,87,Applied
2104,835,391,84,Technical Test
2105,835,521,83,Technical Test
2106,836,853,100,Rejected
2107,837,628,93,Interviewing
2108,837,25,97,Rejected
2109,837,1944,86,Offered
2110,837,940,97,Rejected
2111,838,2050,81,Technical Test
2112,839,626,74,Offered
2113,840,292,90,Technical Test
2114,840,1815,67,Applied
2115,840,1929,76,Applied
2116,841,1349,91,Technical Test
2117,842,644,79,Applied
2118,842,1338,76,Interviewing
2119,842,1480,80,Rejected
2120,842,444,80,Interviewing
2121,843,1146,98,Technical Test
2122,843,1828,75,Interviewing
2123,844,1768,84,Offered
2124,845,968,63,Applied
2125,845,742,69,Applied
2126,846,1784,62,Offered
2127,847,1429,100,Applied
2128,847,664,71,Offered
2129,847,1010,69,Technical Test
2130,847,723,60,Rejected
2131,848,1517,88,Rejected
2132,849,1986,80,Technical Test
2133,849,693,90,Interviewing
2134,849,1878,61,Applied
2135,849,1717,80,Offered
2136,850,1253,98,Rejected
2137,850,887,90,Offered
2138,850,537,100,Rejected
2139,850,831,93,Interviewing
2140,851,258,72,Interviewing
2141,852,1603,74,Rejected
2142,852,1178,81,Interviewing
2143,852,1865,63,Technical Test
2144,853,2025,73,Rejected
2145,853,174,97,Rejected
2146,853,1494,78,Applied
2147,853,977,66,Technical Test
2148,854,286,85,Rejected
2149,854,1912,100,Applied
2150,854,145,76,Offered
2151,854,4,72,Applied
2152,855,375,88,Technical Test
2153,856,1385,84,Applied
2154,856,1095,98,Rejected
2155,856,2043,67,Offered
2156,857,210,92,Offered
2157,857,1263,60,Applied
2158,858,442,77,Offered
2159,858,580,72,Interviewing
2160,858,989,67,Rejected
2161,858,2024,72,Technical Test
2162,859,1743,93,Applied
2163,859,159,86,Interviewing
2164,859,1088,77,Interviewing
2165,860,1814,89,Applied
2166,861,457,76,Technical Test
2167,861,419,64,Applied
2168,861,289,62,Interviewing
2169,862,153,99,Technical Test
2170,862,1500,66,Offered
2171,862,1385,75,Offered
2172,862,1943,82,Technical Test
2173,863,1644,92,Interviewing
2174,863,1103,90,Applied
2175,863,1124,97,Applied
2176,864,632,67,Offered
2177,864,638,77,Applied
2178,864,153,67,Applied
2179,865,1121,87,Rejected
2180,865,123,60,Applied
2181,865,1682,63,Interviewing
2182,866,1286,66,Interviewing
2183,866,2082,65,Offered
2184,867,812,88,Technical Test
2185,867,1777,90,Rejected
2186,868,632,71,Offered
2187,868,721,62,Rejected
2188,869,1406,86,Offered
2189,869,891,88,Offered
2190,870,292,70,Offered
2191,870,1986,92,Offered
2192,870,1204,94,Interviewing
2193,871,1920,96,Applied
2194,872,1681,96,Interviewing
2195,872,1094,91,Interviewing
2196,873,1392,89,Interviewing
2197,874,1866,93,Rejected
2198,874,1255,96,Offered
2199,875,1344,84,Interviewing
2200,875,2039,79,Technical Test
2201,876,723,89,Rejected
2202,876,1878,87,Applied
2203,877,1157,77,Interviewing
2204,877,1393,88,Interviewing
2205,877,1948,69,Offered
2206,878,647,97,Rejected
2207,878,268,83,Technical Test
2208,878,1187,74,Rejected
2209,878,1082,79,Rejected
2210,879,1158,69,Interviewing
2211,879,942,100,Interviewing
2212,879,439,80,Interviewing
2213,879,1631,75,Offered
2214,880,1800,75,Offered
2215,880,673,96,Applied
2216,880,1701,75,Applied
2217,880,1251,89,Offered
2218,881,1202,94,Rejected
2219,881,1034,83,Technical Test
2220,882,694,93,Applied
2221,882,868,94,Technical Test
2222,883,109,73,Technical Test
2223,883,1470,93,Applied
2224,883,130,84,Technical Test
2225,883,348,92,Technical Test
2226,884,662,61,Technical Test
2227,885,528,93,Applied
2228,885,698,71,Interviewing
2229,886,1494,74,Applied
2230,886,1582,79,Rejected
2231,886,1183,77,Technical Test
2232,887,1113,92,Offered
2233,887,1056,77,Applied
2234,887,1882,80,Offered
2235,888,845,62,Applied
2236,889,458,71,Offered
2237,889,534,62,Applied
2238,890,277,69,Offered
2239,890,372,95,Applied
2240,890,932,75,Applied
2241,890,1949,78,Rejected
2242,891,536,93,Interviewing
2243,892,451,93,Offered
2244,892,1886,72,Applied
2245,893,453,68,Rejected
2246,894,215,63,Technical Test
2247,894,800,62,Offered
2248,894,955,98,Interviewing
2249,895,1272,97,Offered
2250,895,1453,86,Applied
2251,896,613,61,Interviewing
2252,897,1774,65,Technical Test
2253,897,1730,60,Rejected
2254,898,2096,92,Applied
2255,898,313,70,Rejected
2256,899,886,87,Interviewing
2257,899,880,89,Applied
2258,899,1929,60,Interviewing
2259,899,1114,74,Technical Test
2260,900,1360,67,Rejected
2261,900,1942,95,Interviewing
2262,900,1884,100,Rejected
2263,900,1053,60,Offered
2264,901,1972,69,Interviewing
2265,901,1576,71,Technical Test
2266,901,908,81,Technical Test
2267,901,1814,73,Technical Test
2268,902,758,61,Offered
2269,902,1278,97,Applied
2270,902,1957,72,Offered
2271,903,1219,64,Technical Test
2272,903,455,83,Rejected
2273,903,1481,83,Technical Test
2274,904,397,81,Technical Test
2275,904,914,86,Applied
2276,905,1151,84,Offered
2277,906,80,67,Rejected
2278,906,613,76,Interviewing
2279,907,632,93,Interviewing
2280,907,1751,82,Offered
2281,907,1892,82,Technical Test
2282,907,94,98,Applied
2283,908,1557,80,Technical Test
2284,908,1783,83,Interviewing
2285,909,282,70,Interviewing
2286,909,1386,85,Interviewing
2287,909,291,96,Rejected
2288,910,880,71,Offered
2289,911,1104,94,Technical Test
2290,911,1961,63,Technical Test
2291,911,1133,99,Rejected
2292,911,2062,76,Applied
2293,912,1563,86,Offered
2294,913,1134,88,Technical Test
2295,914,2066,66,Interviewing
2296,914,695,85,Technical Test
2297,914,373,95,Technical Test
2298,915,749,76,Applied
2299,915,1199,81,Interviewing
2300,915,1943,87,Offered
2301,915,171,65,Offered
2302,916,40,86,Interviewing
2303,916,640,73,Rejected
2304,916,1201,81,Interviewing
2305,917,1868,75,Technical Test
2306,917,862,60,Technical Test
2307,917,1569,99,Rejected
2308,917,123,66,Applied
2309,918,1063,77,Technical Test
2310,918,1503,63,Offered
2311,918,765,63,Rejected
2312,919,931,62,Offered
2313,919,486,80,Interviewing
2314,920,1600,81,Applied
2315,920,402,94,Interviewing
2316,920,1458,97,Rejected
2317,920,779,93,Interviewing
2318,921,1242,88,Technical Test
2319,921,1378,93,Offered
2320,922,1422,95,Technical Test
2321,922,1566,97,Technical Test
2322,922,177,91,Offered
2323,923,801,85,Interviewing
2324,923,1925,83,Technical Test
2325,923,949,62,Technical Test
2326,924,536,90,Offered
2327,924,1809,92,Interviewing
2328,924,1394,65,Offered
2329,925,200,63,Technical Test
2330,925,1407,77,Applied
2331,925,1687,93,Technical Test
2332,925,257,74,Interviewing
2333,926,775,70,Interviewing
2334,927,479,95,Applied
2335,928,670,74,Offered
2336,928,1229,60,Rejected
2337,928,1552,78,Rejected
2338,928,897,79,Applied
2339,929,1843,95,Applied
2340,930,1548,87,Technical Test
2341,930,851,82,Technical Test
2342,930,1188,83,Offered
2343,930,1072,98,Applied
2344,931,1773,91,Rejected
2345,931,373,80,Offered
2346,931,768,68,Rejected
2347,932,44,69,Offered
2348,932,1239,64,Offered
2349,932,981,79,Technical Test
2350,933,562,74,Applied
2351,933,1244,87,Applied
2352,933,1606,67,Offered
2353,933,409,66,Technical Test
2354,934,1603,80,Applied
2355,934,2007,79,Offered
2356,934,971,67,Interviewing
2357,934,171,75,Technical Test
2358,935,1242,71,Interviewing
2359,935,175,86,Rejected
2360,935,1200,66,Applied
2361,935,2044,98,Rejected
2362,936,479,80,Interviewing
2363,937,409,69,Technical Test
2364,937,2055,88,Technical Test
2365,937,1363,73,Applied
2366,937,1498,82,Applied
2367,938,831,75,Applied
2368,938,1011,84,Interviewing
2369,938,398,94,Offered
2370,939,182,83,Applied
2371,939,811,83,Rejected
2372,939,1693,96,Technical Test
2373,940,790,61,Technical Test
2374,941,612,69,Interviewing
2375,941,355,78,Rejected
2376,942,1725,86,Rejected
2377,943,1287,94,Interviewing
2378,943,2069,84,Offered
2379,943,615,78,Technical Test
2380,944,1980,90,Offered
2381,944,759,71,Offered
2382,944,1672,94,Applied
2383,945,614,77,Technical Test
2384,945,676,96,Interviewing
2385,946,432,81,Technical Test
2386,946,385,64,Interviewing
2387,946,1907,64,Offered
2388,947,208,97,Applied
2389,947,692,76,Rejected
2390,947,1155,81,Interviewing
2391,947,357,95,Applied
2392,948,919,68,Applied
2393,948,1277,96,Applied
2394,948,927,67,Technical Test
2395,949,310,100,Offered
2396,949,764,60,Applied
2397,950,1289,76,Offered
2398,950,917,94,Offered
2399,951,1989,66,Offered
2400,951,329,99,Rejected
2401,951,14,97,Applied
2402,951,1415,63,Applied
2403,952,1217,69,Offered
2404,952,726,68,Technical Test
2405,952,221,60,Rejected
2406,952,470,73,Applied
2407,953,1918,84,Applied
2408,954,1955,100,Interviewing
2409,954,730,87,Technical Test
2410,955,648,99,Applied
2411,956,435,69,Rejected
2412,956,1607,98,Offered
2413,956,2072,72,Offered
2414,957,739,98,Interviewing
2415,958,149,88,Rejected
2416,958,1507,90,Technical Test
2417,958,434,69,Offered
2418,959,1861,85,Technical Test
2419,959,1667,78,Rejected
2420,960,756,70,Offered
2421,960,85,88,Technical Test
2422,961,268,63,Technical Test
2423,962,1246,79,Interviewing
2424,962,234,63,Offered
2425,962,727,97,Applied
2426,962,2024,61,Technical Test
2427,963,1079,90,Interviewing
2428,964,193,71,Offered
2429,965,1101,67,Technical Test
2430,965,1244,91,Offered
2431,965,1087,84,Interviewing
2432,966,1562,97,Interviewing
2433,967,1639,87,Interviewing
2434,967,1762,71,Rejected
2435,968,855,77,Offered
2436,968,1359,77,Rejected
2437,968,1405,61,Offered
2438,968,2054,67,Technical Test
2439,969,541,88,Technical Test
2440,969,324,90,Offered
2441,969,1658,81,Interviewing
2442,970,1261,72,Rejected
2443,970,1897,90,Offered
2444,970,1425,85,Interviewing
2445,971,430,94,Applied
2446,972,1680,94,Offered
2447,972,340,74,Rejected
2448,973,1626,92,Offered
2449,974,1866,94,Interviewing
2450,974,604,65,Offered
2451,975,157,62,Offered
2452,975,1449,61,Applied
2453,975,1313,94,Technical Test
2454,976,500,81,Rejected
2455,976,1224,74,Rejected
2456,977,89,79,Interviewing
2457,977,272,91,Interviewing
2458,977,174,91,Applied
2459,978,949,98,Rejected
2460,978,1573,88,Offered
2461,978,2016,100,Rejected
2462,979,1342,66,Offered
2463,980,1416,91,Applied
2464,980,1660,99,Applied
2465,981,2080,79,Applied
2466,981,1770,63,Rejected
2467,981,355,95,Interviewing
2468,981,178,77,Technical Test
2469,982,1172,93,Offered
2470,982,2090,89,Rejected
2471,982,1642,74,Interviewing
2472,983,75,90,Interviewing
2473,983,1857,63,Offered
2474,983,2041,74,Applied
2475,984,1421,89,Rejected
2476,984,553,95,Technical Test
2477,984,539,87,Applied
2478,984,1936,66,Offered
2479,985,1837,99,Rejected
2480,985,1838,60,Technical Test
2481,985,1193,93,Applied
2482,986,1812,69,Technical Test
2483,986,1667,77,Offered
2484,986,106,88,Applied
2485,987,1102,88,Applied
2486,987,630,77,Interviewing
2487,987,337,93,Technical Test
2488,987,379,75,Offered
2489,988,2050,98,Rejected
2490,988,1282,89,Rejected
2491,988,7,62,Offered
2492,989,1359,81,Interviewing
2493,989,616,95,Offered
2494,989,473,92,Technical Test
2495,989,1400,92,Applied
2496,990,470,100,Applied
2497,991,819,63,Offered
2498,991,1182,96,Offered
2499,991,1116,70,Applied
2500,992,1956,98,Interviewing
2501,992,1333,69,Offered
2502,993,52,98,Rejected
2503,994,553,82,Interviewing
2504,994,97,90,Rejected
2505,994,1032,83,Applied
2506,994,517,84,Rejected
2507,995,985,66,Offered
2508,996,1134,73,Applied
2509,997,329,63,Rejected
2510,997,917,79,Technical Test
2511,997,1598,71,Interviewing
2512,998,56,78,Interviewing
2513,998,1083,76,Interviewing
2514,998,1047,98,Rejected
2515,998,144,81,Interviewing
2516,999,1158,73,Interviewing
2517,999,122,92,Technical Test
2518,999,250,73,Technical Test
2519,1000,99,78,Rejected
2520,1001,541,63,Interviewing
2521,1001,484,97,Technical Test
2522,1002,1494,87,Offered
2523,1002,512,81,Offered
2524,1002,1132,78,Offered
2525,1002,1186,69,Rejected
2526,1003,1469,89,Applied
2527,1003,630,61,Applied
2528,1004,100,97,Interviewing
2529,1004,635,89,Offered
2530,1005,901,90,Offered
2531,1006,1194,64,Offered
2532,1006,317,94,Rejected
2533,1006,1055,72,Interviewing
2534,1007,343,64,Offered
2535,1008,1269,97,Offered
2536,1009,1632,74,Rejected
2537,1009,267,95,Technical Test
2538,1010,12,97,Offered
2539,1010,364,86,Rejected
2540,1010,607,77,Technical Test
2541,1010,340,71,Technical Test
2542,1011,47,72,Interviewing
2543,1011,1185,89,Applied
2544,1011,1852,100,Applied
2545,1011,1634,64,Interviewing
2546,1012,841,87,Interviewing
2547,1012,1659,74,Offered
2548,1012,1438,70,Rejected
2549,1012,527,83,Applied
2550,1013,1676,81,Rejected
2551,1013,1174,89,Offered
2552,1014,1816,83,Technical Test
2553,1014,1002,90,Offered
2554,1014,1065,66,Rejected
2555,1014,360,94,Offered
2556,1015,700,76,Offered
2557,1015,1056,72,Interviewing
2558,1016,1995,100,Technical Test
2559,1017,350,62,Technical Test
2560,1017,575,74,Rejected
2561,1017,1141,89,Interviewing
2562,1017,2057,70,Applied
2563,1018,1981,99,Technical Test
2564,1018,1011,96,Technical Test
2565,1019,1940,65,Technical Test
2566,1019,1339,97,Interviewing
2567,1020,1932,81,Applied
2568,1021,1755,94,Interviewing
2569,1022,437,67,Rejected
2570,1023,136,83,Offered
2571,1024,88,72,Rejected
2572,1024,786,85,Offered
2573,1025,2017,85,Applied
2574,1025,256,65,Rejected
2575,1026,1844,88,Rejected
2576,1026,585,68,Interviewing
2577,1026,630,83,Rejected
2578,1026,153,83,Technical Test
2579,1027,528,81,Offered
2580,1028,497,65,Applied
2581,1028,2036,75,Rejected
2582,1028,1268,65,Applied
2583,1028,605,84,Technical Test
2584,1029,548,80,Interviewing
2585,1029,1595,72,Applied
2586,1029,527,96,Technical Test
2587,1029,857,65,Interviewing
2588,1030,1718,84,Applied
2589,1030,1452,75,Rejected
2590,1031,1576,76,Applied
2591,1031,1655,60,Rejected
2592,1031,1965,94,Rejected
2593,1031,615,78,Technical Test
2594,1032,625,99,Technical Test
2595,1032,1813,94,Technical Test
2596,1032,552,99,Applied
2597,1032,1281,65,Technical Test
2598,1033,1133,85,Offered
2599,1033,1529,83,Technical Test
2600,1033,348,71,Applied
2601,1033,1512,83,Rejected
2602,1034,346,96,Rejected
2603,1034,872,80,Interviewing
2604,1034,2018,82,Applied
2605,1034,335,81,Offered
2606,1035,2016,72,Technical Test
2607,1035,594,60,Technical Test
2608,1035,319,91,Applied
2609,1036,583,69,Rejected
2610,1036,1876,89,Technical Test
2611,1036,1852,97,Interviewing
2612,1036,2035,76,Offered
2613,1037,1774,73,Technical Test
2614,1038,1531,71,Applied
2615,1038,808,100,Rejected
2616,1039,1945,76,Offered
2617,1039,11,60,Technical Test
2618,1039,1958,61,Interviewing
2619,1039,1754,87,Applied
2620,1040,2021,85,Interviewing
2621,1040,825,65,Rejected
2622,1040,1934,73,Offered
2623,1040,59,76,Technical Test
2624,1041,64,79,Offered
2625,1042,142,61,Rejected
2626,1042,1795,80,Interviewing
2627,1042,167,88,Technical Test
2628,1043,1946,77,Interviewing
2629,1044,1496,88,Applied
2630,1044,923,100,Rejected
2631,1044,1585,61,Applied
2632,1044,226,94,Applied
2633,1045,1735,84,Offered
2634,1046,804,91,Rejected
2635,1046,43,93,Technical Test
2636,1047,1325,68,Rejected
2637,1048,1451,91,Rejected
2638,1048,372,70,Applied
2639,1049,508,67,Offered
2640,1049,699,65,Applied
2641,1049,879,95,Rejected
2642,1050,659,63,Interviewing
2643,1050,2048,77,Rejected
2644,1051,1908,90,Applied
2645,1051,479,84,Rejected
2646,1051,1186,65,Technical Test
2647,1051,1773,94,Technical Test
2648,1052,1603,87,Interviewing
2649,1052,1985,79,Rejected
2650,1052,675,86,Interviewing
2651,1052,1540,97,Interviewing
2652,1053,675,73,Applied
2653,1053,516,82,Offered
2654,1053,1327,91,Technical Test
2655,1054,1692,65,Applied
2656,1054,113,91,Offered
2657,1054,709,68,Offered
2658,1054,1578,85,Technical Test
2659,1055,1692,68,Offered
2660,1055,1467,79,Rejected
2661,1056,428,87,Interviewing
2662,1057,763,93,Interviewing
2663,1057,1697,81,Technical Test
2664,1057,1899,81,Interviewing
2665,1057,1870,62,Interviewing
2666,1058,1155,64,Interviewing
2667,1058,1173,74,Technical Test
2668,1058,1034,62,Rejected
2669,1058,122,86,Rejected
2670,1059,28,82,Interviewing
2671,1059,1243,83,Rejected
2672,1059,1143,79,Applied
2673,1060,661,60,Technical Test
2674,1060,837,87,Interviewing
2675,1060,1106,86,Technical Test
2676,1060,880,81,Applied
2677,1061,656,68,Applied
2678,1061,1691,70,Rejected
2679,1061,189,90,Offered
2680,1062,1608,61,Technical Test
2681,1063,189,83,Technical Test
2682,1063,54,77,Interviewing
2683,1063,2096,85,Technical Test
2684,1064,451,76,Technical Test
2685,1064,1301,97,Applied
2686,1065,247,87,Interviewing
2687,1065,1766,85,Technical Test
2688,1066,1063,93,Technical Test
2689,1066,1637,69,Rejected
2690,1066,802,96,Technical Test
2691,1067,2057,71,Offered
2692,1067,173,85,Applied
2693,1067,263,92,Technical Test
2694,1067,1597,76,Applied
2695,1068,1457,74,Rejected
2696,1068,1054,79,Applied
2697,1069,1894,61,Rejected
2698,1069,1247,87,Offered
2699,1069,1358,66,Offered
2700,1070,1358,90,Applied
2701,1070,1649,80,Offered
2702,1070,821,71,Offered
2703,1070,1676,87,Applied
2704,1071,70,98,Technical Test
2705,1071,969,88,Rejected
2706,1071,1879,85,Interviewing
2707,1071,818,81,Offered
2708,1072,294,82,Rejected
2709,1072,1272,96,Interviewing
2710,1072,1122,64,Applied
2711,1073,2085,78,Applied
2712,1073,1566,83,Offered
2713,1073,1866,99,Offered
2714,1073,288,72,Offered
2715,1074,465,95,Applied
2716,1074,71,96,Interviewing
2717,1074,847,97,Offered
2718,1074,914,92,Technical Test
2719,1075,2002,84,Applied
2720,1076,1115,73,Offered
2721,1076,1592,62,Offered
2722,1076,970,64,Technical Test
2723,1077,1736,69,Applied
2724,1077,813,71,Technical Test
2725,1077,683,79,Technical Test
2726,1077,1792,77,Technical Test
2727,1078,1306,65,Rejected
2728,1078,980,78,Applied
2729,1078,715,69,Interviewing
2730,1078,1259,97,Offered
2731,1079,510,83,Applied
2732,1079,562,84,Applied
2733,1079,830,86,Rejected
2734,1080,7,86,Rejected
2735,1080,114,96,Technical Test
2736,1080,1916,77,Rejected
2737,1080,1539,80,Rejected
2738,1081,1227,94,Applied
2739,1081,1478,75,Technical Test
2740,1081,1681,63,Rejected
2741,1082,1243,66,Offered
2742,1083,531,94,Rejected
2743,1083,1865,97,Offered
2744,1084,432,81,Interviewing
2745,1085,1269,87,Applied
2746,1085,2013,69,Technical Test
2747,1086,91,85,Interviewing
2748,1086,1176,75,Rejected
2749,1086,469,95,Offered
2750,1086,244,69,Offered
2751,1087,1832,61,Technical Test
2752,1087,476,69,Interviewing
2753,1088,1799,64,Applied
2754,1089,690,76,Interviewing
2755,1090,488,84,Technical Test
2756,1090,302,74,Offered
2757,1090,1096,79,Applied
2758,1090,222,81,Offered
2759,1091,1401,100,Interviewing
2760,1091,363,65,Technical Test
2761,1091,170,69,Rejected
2762,1092,1980,99,Applied
2763,1092,1190,69,Technical Test
2764,1093,1553,92,Rejected
2765,1094,476,69,Rejected
2766,1095,1335,96,Technical Test
2767,1095,1925,68,Rejected
2768,1095,216,95,Rejected
2769,1096,98,71,Technical Test
2770,1096,869,67,Rejected
2771,1096,719,74,Technical Test
2772,1097,1437,67,Offered
2773,1097,565,97,Rejected
2774,1097,1863,100,Technical Test
2775,1098,996,62,Technical Test
2776,1098,389,93,Technical Test
2777,1098,918,62,Offered
2778,1098,69,87,Rejected
2779,1099,1793,94,Interviewing
2780,1099,1870,63,Technical Test
2781,1099,220,72,Applied
2782,1100,1497,79,Technical Test
2783,1100,276,88,Offered
2784,1101,1442,62,Rejected
2785,1101,1671,70,Interviewing
2786,1101,67,88,Interviewing
2787,1101,1169,60,Interviewing
2788,1102,1410,100,Rejected
2789,1102,317,66,Rejected
2790,1103,1496,94,Technical Test
2791,1103,1587,65,Technical Test
2792,1103,1561,60,Interviewing
2793,1103,503,78,Applied
2794,1104,1192,81,Rejected
2795,1104,1685,73,Applied
2796,1104,989,75,Applied
2797,1105,2006,66,Applied
2798,1105,844,98,Offered
2799,1105,1360,99,Applied
2800,1106,1178,86,Offered
2801,1107,1881,74,Offered
2802,1107,17,87,Applied
2803,1107,706,95,Technical Test
2804,1107,1230,80,Offered
2805,1108,662,75,Technical Test
2806,1108,994,67,Interviewing
2807,1108,1450,71,Rejected
2808,1109,1645,71,Applied
2809,1109,281,100,Applied
2810,1110,1716,71,Technical Test
2811,1110,295,71,Offered
2812,1110,488,63,Technical Test
2813,1110,1860,78,Applied
2814,1111,397,83,Applied
2815,1111,598,81,Offered
2816,1111,1502,68,Interviewing
2817,1111,676,70,Offered
2818,1112,868,72,Technical Test
2819,1112,471,63,Interviewing
2820,1112,962,64,Interviewing
2821,1112,622,71,Technical Test
2822,1113,1850,72,Interviewing
2823,1113,1125,94,Interviewing
2824,1114,2087,91,Offered
2825,1114,1036,69,Applied
2826,1115,787,67,Technical Test
2827,1115,1840,86,Offered
2828,1115,1460,61,Applied
2829,1115,1575,77,Offered
2830,1116,902,95,Interviewing
2831,1116,106,98,Technical Test
2832,1116,502,89,Rejected
2833,1116,366,78,Rejected
2834,1117,1803,66,Offered
2835,1117,162,62,Applied
2836,1117,1396,91,Applied
2837,1118,1644,63,Applied
2838,1118,284,86,Technical Test
2839,1118,1609,82,Applied
2840,1118,970,63,Offered
2841,1119,1606,93,Applied
2842,1119,16,80,Offered
2843,1120,656,80,Offered
2844,1120,207,83,Rejected
2845,1121,1015,84,Applied
2846,1121,1831,79,Technical Test
2847,1121,619,82,Applied
2848,1121,1087,65,Technical Test
2849,1122,677,85,Technical Test
2850,1123,261,86,Rejected
2851,1124,1939,62,Rejected
2852,1124,1431,99,Interviewing
2853,1124,1438,67,Offered
2854,1125,1671,83,Technical Test
2855,1125,1009,78,Technical Test
2856,1126,474,100,Technical Test
2857,1126,1424,99,Applied
2858,1126,650,61,Technical Test
2859,1127,1632,96,Technical Test
2860,1128,1664,96,Offered
2861,1128,681,75,Technical Test
2862,1128,1400,98,Technical Test
2863,1129,1595,70,Technical Test
2864,1130,1440,97,Interviewing
2865,1131,2078,75,Offered
2866,1132,226,60,Offered
2867,1132,1671,72,Technical Test
2868,1133,2010,91,Interviewing
2869,1134,110,71,Applied
2870,1135,102,82,Rejected
2871,1135,728,85,Applied
2872,1136,1826,62,Offered
2873,1136,1615,93,Interviewing
2874,1136,224,68,Technical Test
2875,1137,1574,68,Technical Test
2876,1138,808,82,Applied
2877,1138,1051,61,Technical Test
2878,1139,1064,84,Technical Test
2879,1139,21,67,Applied
2880,1139,233,70,Technical Test
2881,1140,1159,94,Rejected
2882,1141,1677,81,Rejected
2883,1142,989,83,Technical Test
2884,1142,969,83,Offered
2885,1142,1472,93,Technical Test
2886,1142,1687,88,Interviewing
2887,1143,1611,73,Technical Test
2888,1143,591,66,Interviewing
2889,1143,1866,67,Interviewing
2890,1143,830,86,Rejected
2891,1144,1505,77,Technical Test
2892,1145,1132,83,Technical Test
2893,1145,504,79,Rejected
2894,1145,846,72,Applied
2895,1146,793,64,Rejected
2896,1146,24,75,Offered
2897,1146,454,71,Interviewing
2898,1147,1457,91,Applied
2899,1147,1963,94,Interviewing
2900,1148,278,70,Rejected
2901,1148,836,86,Applied
2902,1148,776,97,Offered
2903,1148,1807,71,Applied
2904,1149,1858,74,Interviewing
2905,1149,1054,93,Rejected
2906,1150,612,96,Offered
2907,1150,570,71,Interviewing
2908,1150,654,69,Rejected
2909,1151,1971,100,Technical Test
2910,1151,1912,61,Offered
2911,1151,1567,99,Interviewing
2912,1152,740,81,Applied
2913,1152,1762,82,Interviewing
2914,1152,311,75,Applied
2915,1152,1505,89,Technical Test
2916,1153,2088,91,Applied
2917,1154,1896,83,Offered
2918,1154,814,100,Offered
2919,1154,91,89,Offered
2920,1155,1223,90,Offered
2921,1156,324,79,Applied
2922,1156,69,94,Interviewing
2923,1156,1286,74,Offered
2924,1157,935,88,Technical Test
2925,1158,267,96,Offered
2926,1159,1922,89,Offered
2927,1160,64,82,Applied
2928,1160,1222,76,Interviewing
2929,1160,1113,82,Offered
2930,1161,943,90,Interviewing
2931,1161,1021,96,Technical Test
2932,1161,1919,68,Applied
2933,1161,728,80,Technical Test
2934,1162,713,99,Offered
2935,1162,473,60,Interviewing
2936,1162,104,70,Rejected
2937,1163,31,68,Applied
2938,1164,1051,60,Rejected
2939,1164,1684,91,Offered
2940,1165,1666,72,Interviewing
2941,1165,945,70,Applied
2942,1166,2100,79,Technical Test
2943,1166,1368,76,Applied
2944,1166,1693,91,Offered
2945,1166,1416,77,Applied
2946,1167,1548,76,Applied
2947,1167,1155,81,Rejected
2948,1167,702,71,Applied
2949,1167,1089,74,Rejected
2950,1168,504,63,Interviewing
2951,1168,762,100,Interviewing
2952,1168,1387,60,Interviewing
2953,1169,1422,70,Applied
2954,1170,955,90,Technical Test
2955,1170,1318,79,Interviewing
