id,title,minExp,skills
23f167d5-0dfe-47e9-8ec4-db0e90c5fd43,"Regional Identity Developer",5,"{Postgres,React}"
61dddf7b-67d8-4dff-9cd1-0c28f9f33bdf,"Regional Brand Coordinator",1,"{Postgres,Node}"
f77f6db7-5a23-469d-ae4a-ecd5cc71cecb,"Dynamic Integration Consultant",3,"{Postgres,TypeScript}"
5aaad33f-6702-4506-a5b6-6baeff8f8bb1,"Senior Directives Executive",5,"{React,Node}"
6972da1a-de50-4bf7-ba10-510d33e8ccb2,"District Data Supervisor",5,"{TypeScript,React}"
2e8fb259-e36f-48df-9fe9-126ec986dc6e,"Dynamic Communications Producer",4,"{React,Node}"
5ad04eaf-bdfd-4992-b4aa-57d5e4f75f8d,"Principal Response Coordinator",2,"{React,Postgres}"
65961055-0868-491d-9099-7e8174540d22,"Direct Tactics Designer",2,"{React,Postgres}"
5b100bc5-11bb-4b2a-b84f-0efaf0b8991f,"Chief Division Manager",4,"{Postgres,TypeScript}"
c311bc76-ec41-4f12-9b58-8c6265b77458,"District Marketing Producer",2,"{Node,React}"
db8299d0-e7c5-49b5-833e-0ce75136d270,"Regional Research Engineer",5,"{Postgres,Node}"
8659d7e1-a623-483c-99f5-0e7f8e5ac496,"Central Security Officer",5,"{TypeScript,Postgres}"
4ad6d4dc-3e0e-4014-a406-cd43fe80e2f2,"Legacy Quality Planner",5,"{TypeScript,Node}"
22a7a71f-a3c3-4cb2-93df-fb0fa6dc8896,"Human Integration Coordinator",3,"{React,Postgres}"
e6254665-cff1-4918-9b04-c07a338ffb3c,"Direct Infrastructure Coordinator",2,"{Postgres,React}"
879a9ecb-6fdb-44ad-ac92-1040a1bbcb30,"Future Accounts Supervisor",5,"{Postgres,Node}"
a87de134-6915-4b7e-abf9-29c3329b77b1,"International Intranet Director",1,"{Postgres,TypeScript}"
40df5784-6f4a-4176-b479-dbdcde103bd7,"Chief Response Orchestrator",1,"{React,Postgres}"
0dd8dd84-2c0e-452d-b459-cecbf168d4b4,"Principal Assurance Liaison",5,"{React,Postgres}"
95b455ff-a783-4fbb-bf05-6cc4d8e74daa,"District Tactics Representative",3,"{Node,React}"
98e25d97-c5ff-4fe8-bbe7-39e349517082,"Chief Interactions Specialist",2,"{React,Node}"
fc10c4e2-3d39-44a5-8889-670b34a5347a,"Dynamic Marketing Technician",5,"{Node,Postgres}"
0572d665-000c-4388-8484-6e6afa7baa7a,"Global Markets Officer",3,"{Node,Postgres}"
926b0d79-1fd7-4138-989a-6153dec61f27,"Lead Branding Analyst",1,"{React,TypeScript}"
a0621bb7-59e2-45e9-b41c-d66803185200,"Principal Marketing Developer",3,"{Node,React}"
c85ae7af-532a-4154-985a-4456dbb1781c,"District Program Liaison",4,"{Postgres,Node}"
752a13d2-b0d2-4356-b08d-ce284ccb166b,"Direct Assurance Associate",2,"{Postgres,Node}"
4209c7f1-2039-4932-9a4b-6958f7aaa0a4,"Central Intranet Manager",5,"{React,TypeScript}"
5a44b288-d082-4d65-a930-21d15395839f,"Lead Integration Administrator",3,"{React,TypeScript}"
ba2ef67f-4b50-49f6-aa2b-18eeec2caef0,"Forward Infrastructure Assistant",5,"{Postgres,React}"
ec014962-bf40-4444-8d1c-a0c2d6852b5d,"Internal Directives Developer",3,"{Node,React}"
4cca2bde-221e-474b-afa7-c9365bf63adf,"National Security Producer",2,"{TypeScript,Node}"
12e44521-e2d9-46df-8ad6-4caf54bc43f5,"Customer Functionality Executive",1,"{TypeScript,React}"
e3c4569f-908f-49db-9b77-585ea16df895,"Principal Configuration Supervisor",5,"{React,Postgres}"
89f81792-c3a2-451f-be29-ffb6a9b0969d,"Customer Data Coordinator",1,"{TypeScript,Node}"
7f24de9d-485e-4202-80f9-70fe84252e2b,"Human Applications Facilitator",4,"{React,Node}"
6b708010-9551-4936-ab1c-b6c0b2834ad5,"Central Intranet Developer",2,"{React,Postgres}"
f192ed76-384c-4725-b2af-02caecfe5d3c,"Future Paradigm Agent",2,"{React,Node}"
b2e3ba7a-1b97-4d37-9502-10eeaec50b47,"Lead Factors Strategist",1,"{TypeScript,Node}"
07d5b38c-0018-45c2-821c-77f6b18d2390,"Corporate Directives Agent",5,"{Postgres,Node}"
4de5aac0-5e67-42c3-8677-6c694ac5cf6e,"Corporate Creative Manager",3,"{TypeScript,Postgres}"
aa24cf11-582d-432a-9e73-2686b5a47a65,"District Accountability Manager",3,"{React,TypeScript}"
a576f125-9a1a-4967-947a-17574127e707,"Regional Factors Associate",1,"{React,TypeScript}"
8d11c760-a096-4a71-8ce2-b7410d399c5b,"Senior Quality Coordinator",4,"{Node,Postgres}"
fbbc277e-9e2d-4a7e-aa6f-5cf8ae921c18,"Forward Communications Assistant",1,"{Postgres,React}"
da228ee5-d7d6-4294-b5c8-22b046621379,"Direct Intranet Orchestrator",1,"{React,Node}"
8a925a71-be08-418f-94fb-006b4eb5a624,"District Communications Strategist",1,"{Node,Postgres}"
1fcb682f-e1f7-402c-83ee-c2cd813f3b8e,"Corporate Assurance Director",2,"{Node,React}"
c4001d62-3c72-45bf-bcd7-14189325e5c6,"Senior Paradigm Specialist",2,"{Postgres,Node}"
9dbf9cd7-962a-4a63-9033-109a757a0aa4,"District Security Director",5,"{Node,React}"
213e655e-0b78-46ed-b87b-7978f5221e9f,"Corporate Division Representative",3,"{TypeScript,React}"
14d0be3f-1d20-40ca-bd54-a30187417cd5,"Product Solutions Assistant",1,"{Postgres,TypeScript}"
33ac557e-7fa8-47ce-bbe7-a9eb48db33e2,"Dynamic Research Strategist",4,"{TypeScript,Postgres}"
75d26973-2acd-44f6-9e23-c7c0f2d1065a,"District Web Manager",3,"{TypeScript,Postgres}"
c18d1332-9e8b-43e2-b1c7-8cfec209f7d2,"Customer Factors Facilitator",3,"{Postgres,TypeScript}"
72da7dd1-d3ff-4f0b-b2fa-ee816a18fc56,"National Interactions Analyst",1,"{React,TypeScript}"
36f1a9ec-e9e8-4bdb-a27b-7a911ba6ac75,"Customer Security Developer",1,"{React,TypeScript}"
b72a06f6-3e91-40be-a763-b775ba7becfc,"Global Infrastructure Designer",4,"{React,TypeScript}"
cf9bad20-b1c1-467d-8473-868cfc301ad2,"Chief Implementation Representative",3,"{Postgres,TypeScript}"
94f250c3-231f-4242-a395-68b8b4bbd971,"Future Data Coordinator",1,"{Node,TypeScript}"
edb3cee2-b697-465e-a863-18f41e5b9675,"Investor Configuration Associate",3,"{Postgres,React}"
5617b746-b119-4f76-ac9d-1a20cbf2a874,"Principal Solutions Associate",3,"{Node,Postgres}"
a8d74f71-2de5-4444-8ef8-a1109d4a5ef0,"Future Metrics Supervisor",5,"{React,Postgres}"
5774b5c9-e082-4971-b52c-36abc40b1da9,"Chief Functionality Coordinator",2,"{React,Postgres}"
3e159719-aa38-43b5-ba79-e857b116e840,"Regional Brand Associate",5,"{TypeScript,Node}"
b3ca5394-237b-442d-b866-2a8ed8546022,"Regional Factors Administrator",4,"{React,TypeScript}"
afb712b3-ec5f-4818-974d-d994888ee268,"Customer Group Facilitator",5,"{Node,Postgres}"
c36a1de8-021e-4147-9cca-a26c8ce8661f,"Product Group Engineer",2,"{Postgres,TypeScript}"
937b0df6-dbc7-4cf6-a6ba-a73a44f6c08f,"Principal Response Engineer",5,"{Node,TypeScript}"
7c4f5058-62ca-4318-b4aa-b7466cb94452,"District Markets Analyst",4,"{Postgres,React}"
6f6a18da-f5db-4290-9f78-3af46c3c6f97,"Central Creative Agent",1,"{React,TypeScript}"
22c12c18-594a-49f2-8b71-2453ea329f67,"Direct Security Associate",2,"{React,Node}"
2807825a-2ed1-4edd-9b04-cc0a74fc84c7,"Direct Implementation Planner",3,"{TypeScript,Postgres}"
c03863a5-b9a8-4d2c-a792-3cebfd92a062,"Chief Interactions Strategist",4,"{React,Postgres}"
02db45e6-651d-410e-809d-e6b38ffadb81,"Human Optimization Orchestrator",4,"{Postgres,React}"
133a3918-c989-4183-bfc1-6ae682de3d81,"Lead Infrastructure Strategist",3,"{TypeScript,React}"
dccddb9a-22e8-4d44-8f2f-738faee8ba1a,"Product Security Consultant",1,"{React,Postgres}"
f0e50125-29ea-4a80-a677-9dcfd6f4f6e7,"Dynamic Intranet Supervisor",2,"{Node,React}"
81533271-12e7-4575-9066-1647be4b09da,"Central Data Director",5,"{React,Postgres}"
e5057b80-e12e-4b05-b2b1-7943c5173f3a,"Lead Metrics Facilitator",5,"{TypeScript,React}"
621390d4-d0df-4cf2-877b-e0779b5f44b3,"Corporate Integration Analyst",5,"{Node,React}"
bff63bb2-be98-423c-b997-efb446261eef,"Corporate Quality Assistant",3,"{Node,React}"
076a8312-8428-4872-9ff3-c93175a3e02a,"Dynamic Functionality Coordinator",3,"{Node,React}"
e9c212c4-5c9a-478e-b6ed-612e56e0ec42,"Dynamic Program Designer",1,"{Postgres,TypeScript}"
67e8dc5f-7942-4cd4-8ca8-81953961c1b8,"Direct Tactics Liaison",3,"{React,Postgres}"
b1b4f357-7827-4583-8a22-291e3c933240,"Investor Quality Planner",5,"{Postgres,React}"
9fadc2ac-8788-4d6a-96be-16c90a18b8a0,"National Division Associate",1,"{Postgres,React}"
d2f80c7b-4c6f-4b7c-bfcb-e267c4ac8121,"Global Research Architect",2,"{TypeScript,React}"
5ecb822a-5428-4f47-81be-e43ccc0c911b,"Forward Operations Developer",5,"{TypeScript,Node}"
2a44f4c7-e3aa-4429-bd1d-795bca9109b2,"Future Markets Designer",4,"{React,TypeScript}"
1e90e94b-d3ca-41bc-99ca-d8bfc51a2e23,"Dynamic Metrics Strategist",4,"{Node,React}"
e86fdfdf-7807-48b8-b78a-f52a2f8366e1,"Central Response Planner",1,"{React,TypeScript}"
d8db5c62-ab19-4273-bbea-16a18d723279,"Chief Directives Associate",3,"{TypeScript,Postgres}"
c5001592-de00-4efc-acc1-22b24fd1a64e,"Internal Response Manager",5,"{React,TypeScript}"
6d4303ba-7eb2-4bb6-8d90-8a5e6f43fb25,"Internal Functionality Administrator",1,"{Postgres,TypeScript}"
b33f35cd-adc4-44d4-88e3-1d09c264dbda,"Central Communications Supervisor",4,"{TypeScript,Node}"
ec0bad49-027b-47cc-89c8-49ba5e0aec05,"Senior Creative Liaison",4,"{React,Postgres}"
767ed9c9-064c-4b81-83fa-2effb2d4ed54,"Central Optimization Specialist",5,"{Node,TypeScript}"
81440b78-a0a0-415e-9417-40412616ae44,"Legacy Communications Designer",2,"{React,Node}"
4fd057a0-2b1f-4a96-b875-3ef4ce115466,"Legacy Factors Facilitator",1,"{React,Node}"
54716c45-a358-4840-80a9-539c4f7228c2,"Product Group Executive",4,"{Node,React}"
2db3c999-9043-4b61-9141-aabd4f46dd3b,"Dynamic Configuration Developer",1,"{Postgres,Node}"
ca9873d0-6237-45f6-bdab-194c8aed9e6c,"Legacy Factors Agent",3,"{Postgres,Node}"
9b858e48-1322-44f8-b43a-a3c328d3d340,"Dynamic Security Planner",2,"{Node,React}"
afa0aa8d-44a6-4324-9ef1-523948418a24,"Human Brand Analyst",2,"{TypeScript,React}"
7565ca09-945e-47b8-a548-079de01422f0,"Human Factors Executive",4,"{Node,TypeScript}"
8871fa5c-689f-406f-9759-71c8ff26457b,"Future Integration Producer",1,"{Node,TypeScript}"
79c5a02d-8189-4a78-a42c-633d385abc2c,"Customer Quality Administrator",4,"{React,Node}"
155591d5-343c-409a-825c-6f77b1071664,"Direct Research Engineer",1,"{TypeScript,Node}"
81b188b6-726b-4f9d-96ba-6f67864618d9,"Internal Security Associate",5,"{TypeScript,Node}"
be7b1e32-c968-4087-b3e5-446554df2bd8,"Corporate Implementation Director",4,"{React,Postgres}"
72842bcd-3b02-4e1b-9a0e-50c906a08384,"Internal Mobility Designer",2,"{Postgres,TypeScript}"
fcdb5780-54fa-4cc6-ad3a-7cdf7549efd1,"Product Intranet Manager",5,"{TypeScript,Postgres}"
3ab92fdf-6499-46e2-b8c2-8ffb3ef53156,"Regional Program Engineer",3,"{Node,TypeScript}"
6e77dc5e-bcba-4388-b313-497f80de26f1,"Central Division Specialist",1,"{Postgres,Node}"
a8c4cdad-bde5-4313-bbc0-ac43f203307b,"Forward Brand Strategist",1,"{React,Node}"
0ef2f9ef-a884-45cc-96cc-3aadcf8d5aaf,"Internal Paradigm Orchestrator",4,"{TypeScript,React}"
d477edf3-7591-4ee2-a5fd-e689ff540f27,"Corporate Intranet Specialist",2,"{TypeScript,React}"
d67859e3-b75a-4cd8-aeaf-acd9b0fedab9,"Investor Operations Executive",4,"{Postgres,Node}"
34553f8b-d2ec-4c63-bc00-bc3b786eb0e0,"National Optimization Developer",4,"{TypeScript,React}"
b6de8a08-5c23-487e-9788-a8d9ed9bc141,"Global Accounts Orchestrator",3,"{Postgres,Node}"
87c09b6f-36b0-490c-a57f-a173a09012f0,"Regional Program Associate",3,"{React,Postgres}"
c8aec0e4-4f10-454f-9da9-a5e3f0db71fa,"Future Factors Associate",5,"{React,TypeScript}"
223909f4-5a72-4742-b891-6a14b9d3d098,"Future Group Developer",5,"{Postgres,Node}"
17c5a7c5-a574-42cf-9e03-a5b44f5975b1,"Customer Security Associate",5,"{Postgres,Node}"
9f40cb36-f2dd-4f45-b821-6f10f6b77e45,"Global Optimization Engineer",4,"{React,TypeScript}"
e86d9ae3-baed-4eff-b14d-a56329f37f2d,"Human Communications Representative",5,"{TypeScript,Node}"
cbe9a361-4c6a-4556-bdb7-04b16cac2b59,"Dynamic Usability Executive",5,"{Postgres,React}"
6bc7dd5f-a158-4e14-8dc2-e9d6c5dd22ad,"Customer Factors Manager",1,"{Postgres,React}"
27c36935-3bfa-4c45-be59-0cd743823c6d,"Customer Optimization Designer",3,"{Postgres,React}"
a95f5bea-9ed3-4759-b732-094742f8853e,"Legacy Interactions Facilitator",4,"{Postgres,React}"
c4f91c99-663b-4e4b-a2c9-661c481ed588,"Principal Paradigm Producer",1,"{Node,TypeScript}"
0bac4670-9e5f-4948-bfde-95249b612d32,"Senior Markets Developer",1,"{TypeScript,React}"
ab212915-fe26-42e9-a5eb-015469ab89dd,"Product Markets Developer",5,"{Node,React}"
48abb106-c0a3-4d59-a84a-323ce202237d,"Product Usability Strategist",5,"{Postgres,React}"
b833ab98-f6ff-44b3-a05c-981c923cee8c,"Forward Usability Facilitator",2,"{TypeScript,Postgres}"
08023c80-678a-49ee-80d0-3f6bd5d1cbfe,"Product Directives Liaison",2,"{React,TypeScript}"
e06f4372-6587-4d58-888d-3445e6c9f784,"Human Integration Associate",1,"{TypeScript,React}"
ca7eae27-fbd1-4e63-abb6-4dd36cebcc7a,"District Functionality Consultant",4,"{Postgres,Node}"
6417d043-1020-4466-85dc-3c18a5c868c5,"Dynamic Interactions Executive",1,"{Postgres,React}"
e872e764-b6b4-4aa6-9d95-f0098fa7dae1,"Investor Accounts Administrator",1,"{Postgres,Node}"
a3ac4855-3d9b-4056-8688-0d61648d6efc,"Forward Tactics Executive",5,"{React,Postgres}"
d576af48-c3c6-40b1-9cf7-2addd97f27eb,"Customer Infrastructure Consultant",2,"{Node,Postgres}"
c93359b1-e56f-446d-8fdc-199c070f77c2,"Central Intranet Supervisor",1,"{Node,Postgres}"
6717d5dd-1de9-4b72-9c28-8e80513ae485,"Human Usability Developer",2,"{TypeScript,Postgres}"
e00e2131-711c-481d-915a-71ef1189e4d1,"Human Tactics Executive",1,"{Postgres,React}"
7dd3f9e0-1ef1-4da8-af4c-b06821da9a18,"Direct Directives Architect",3,"{TypeScript,React}"
44b2ee96-0418-4370-88f2-f8eb6d740629,"Product Factors Manager",3,"{React,TypeScript}"
efb871fc-a988-49c4-9a46-e3020473b06d,"Regional Implementation Facilitator",1,"{React,Node}"
60f1ea57-3636-47ba-b7b3-3a203c4efbb1,"Chief Tactics Coordinator",5,"{Node,React}"
943e0035-c19b-459f-8923-d893c22fc26a,"Product Infrastructure Associate",2,"{TypeScript,Node}"
934eccd4-5d28-4c02-a598-f83e9b66f83b,"Customer Solutions Facilitator",4,"{React,TypeScript}"
9c3135b5-c228-4772-ac32-8a2042054357,"Central Tactics Designer",5,"{TypeScript,React}"
d4d14d15-eb75-407f-a8ff-a18fe55f82e0,"Principal Security Administrator",4,"{Node,Postgres}"
10c14c23-b89a-41c6-99f4-6a92476f0822,"Forward Implementation Architect",3,"{Postgres,TypeScript}"
4a7b484f-d79d-43fa-9112-e92bef2a6c83,"Future Tactics Representative",5,"{TypeScript,Postgres}"
4b94d52e-bd20-4681-94ff-33ffbcc9b0b4,"Human Solutions Liaison",2,"{Node,TypeScript}"
5cd418f4-cf4c-4f87-aed1-c94bd0341822,"Forward Functionality Supervisor",2,"{React,TypeScript}"
fa4f4bb7-e449-4287-822c-8f13fe8d57c1,"Principal Communications Associate",2,"{Node,React}"
a0b65aeb-5b8a-45cc-b4ab-cf89bfc1162c,"Internal Identity Developer",5,"{React,Postgres}"
4ce3a61c-6ff9-4fa7-8850-bad43728ddb8,"Central Security Consultant",1,"{Node,React}"
21e98a73-e8c8-4b75-b581-dc2f2e6ee072,"International Directives Architect",2,"{React,Postgres}"
df150350-df37-4ce1-9f4a-8f97545f2ffa,"Internal Intranet Orchestrator",3,"{TypeScript,Node}"
201245ba-72fe-4589-814a-00348df18ac9,"Chief Creative Analyst",4,"{TypeScript,Node}"
80b9ed19-157b-4691-a692-b9211abb8dc2,"Lead Identity Designer",3,"{TypeScript,Postgres}"
33725fc3-9a6f-4e85-ab23-b76cb3401c13,"Human Quality Representative",3,"{React,Postgres}"
cd6bf438-139c-412c-a5fe-ab537208824e,"Internal Accountability Associate",1,"{TypeScript,React}"
d06a9553-5672-4063-8b3a-294dd274d0c4,"Internal Mobility Manager",1,"{Postgres,React}"
5279938b-722a-4ab1-9c1d-e03ef69d63bc,"Legacy Integration Supervisor",5,"{Postgres,TypeScript}"
793f8d51-ddbf-4578-90a2-8d9549d1a98c,"Human Marketing Consultant",4,"{React,Postgres}"
e15e5488-47cd-4002-9856-82a3216d806a,"Future Assurance Developer",4,"{Node,Postgres}"
aa5f65fe-de27-41f4-bfc1-5f48378a4e58,"Dynamic Brand Administrator",4,"{TypeScript,React}"
2c9a1b22-0271-480a-964c-08f7898b26a2,"Senior Usability Associate",2,"{Node,React}"
a5e9292f-81bb-401f-9608-2c07554b1508,"Future Quality Architect",5,"{Postgres,TypeScript}"
913e3910-aaa0-4d9e-9117-b12e0424b191,"Product Identity Developer",5,"{TypeScript,React}"
13b5d5a3-c3a3-4c25-9051-fbae734fffbb,"Dynamic Optimization Coordinator",5,"{Node,TypeScript}"
57d53d26-2999-4cfc-8bf0-1db5dce226ae,"Lead Marketing Officer",4,"{React,Postgres}"
84a2488d-ce90-470e-8e69-de80305d86a0,"Corporate Program Developer",2,"{Postgres,Node}"
37155555-479f-4715-9ca3-0e6cc95694a1,"Customer Brand Architect",3,"{TypeScript,React}"
66276e2c-387e-424e-8977-7587650f3c2e,"Investor Factors Representative",4,"{Node,Postgres}"
1e2e474a-4055-4330-8ae8-bef38271d22a,"Lead Intranet Agent",2,"{TypeScript,Postgres}"
6b8bc3f8-09b8-44b0-aa07-e319eea284ab,"Corporate Web Assistant",2,"{Node,TypeScript}"
007ac058-d64c-4672-ba4e-86aa8a19f1b2,"Central Optimization Architect",2,"{React,Node}"
32a52d5b-78dc-4c9f-a880-9029a7f42946,"Corporate Metrics Developer",4,"{React,Postgres}"
c6846fe4-4b0b-4630-b82b-946cbdb04509,"Internal Integration Agent",3,"{Postgres,React}"
66dca013-576b-4112-91e0-00d6bec94eae,"Legacy Infrastructure Coordinator",4,"{React,Postgres}"
124223dd-63a7-4072-9ca8-ee4b87a627d1,"Product Communications Producer",4,"{Postgres,React}"
3ef19431-0f3e-40c8-a832-edbb3e663337,"International Functionality Technician",4,"{TypeScript,React}"
8f2364f9-4339-4f0a-b037-2446687b9031,"Corporate Security Analyst",3,"{React,Node}"
f93e70b2-bfc2-4505-8bdd-d9a92f3e224d,"Internal Usability Analyst",3,"{Postgres,React}"
33adbfa5-ca11-4a26-be64-a3f8060f9a2d,"Central Program Facilitator",2,"{TypeScript,Postgres}"
c03a2aa9-489d-4ce8-89b4-c751709649d3,"Direct Factors Coordinator",4,"{React,TypeScript}"
d36c4d95-d595-49ac-af75-eef19ce97898,"Internal Applications Officer",2,"{Node,TypeScript}"
d1f20d33-519e-4566-878e-b683fa0e62d4,"National Creative Producer",1,"{TypeScript,React}"
8805c071-cf34-4750-a6e6-ae4c7ac10f37,"Dynamic Applications Planner",4,"{Postgres,React}"
6d38a52e-4f5a-45de-89f6-e9892f70a86b,"Customer Intranet Designer",2,"{Node,TypeScript}"
67c7dbed-4c07-43a9-9bd5-c96e3f697821,"Direct Functionality Engineer",1,"{React,Postgres}"
578a29db-c4d4-4071-82fe-23dc2a32c52e,"International Brand Associate",2,"{TypeScript,Postgres}"
e757673d-ff93-4a79-a95b-9cd8e5b3de54,"Central Research Designer",1,"{Postgres,TypeScript}"
4597f6ce-bea3-435d-b0dc-8c67a0687649,"Direct Paradigm Officer",3,"{React,Postgres}"
82f62fe3-e1ed-42e9-bb90-bfab793bf569,"Investor Data Technician",5,"{React,Node}"
20d77f59-c073-4613-bdfd-7a2eafa13c8e,"Legacy Usability Developer",4,"{Node,React}"
ffa160d0-036c-4820-b5ea-cde080febac2,"Human Accountability Designer",1,"{Node,Postgres}"
0043c5d0-488a-475c-bec9-cd3cf38a4081,"Customer Assurance Agent",3,"{Node,TypeScript}"
d06b6f50-97d8-4d65-9832-752eed5ed655,"Dynamic Usability Designer",3,"{TypeScript,Postgres}"
26212596-505f-4302-9110-c13dc9664e28,"District Mobility Analyst",1,"{React,Postgres}"
7f4aa5e4-0f2a-4e0f-8264-ebdde5440c58,"Customer Quality Engineer",3,"{Postgres,React}"
f656da35-3036-4256-8756-ae772b33e17c,"Corporate Assurance Designer",2,"{React,Postgres}"
47181461-c777-44da-b768-e0a353d75057,"Lead Accountability Consultant",5,"{TypeScript,Postgres}"
35c6aeef-01da-47ee-bba0-b3267ea99436,"Chief Configuration Executive",1,"{Postgres,TypeScript}"
ed917356-481e-4260-937b-c0e0aa11fe8e,"Principal Metrics Developer",1,"{Postgres,Node}"
8e3fa7f5-2263-44e8-a2c1-35356b786df7,"Central Markets Representative",3,"{TypeScript,Node}"
af6a7d18-c900-4f0d-a05e-652ab9262f33,"Central Accountability Manager",5,"{TypeScript,Postgres}"
b0686d5b-d2cd-4d5a-b220-f77e67c82220,"Senior Implementation Designer",4,"{React,Node}"
a60a0d76-d349-4c74-b555-88a38ab5076d,"Investor Marketing Engineer",3,"{React,Postgres}"
b6773925-9360-4058-8736-4f1705ed9de9,"Regional Functionality Designer",4,"{Postgres,Node}"
dbd33430-a45a-479b-a3bb-2f3215fcc81a,"District Operations Designer",3,"{React,Postgres}"
e34595f9-7f2c-4566-b7de-9ec5feee27f5,"Direct Interactions Representative",2,"{React,Postgres}"
a54322d3-3d46-40f5-89d8-5d20e6fca919,"Global Factors Manager",1,"{Node,TypeScript}"
b41ff0f4-d839-49de-85ef-5853f20dcfdc,"Investor Quality Developer",2,"{Postgres,TypeScript}"
0a5fbc39-2724-4b85-88b9-751cb5d68187,"District Program Architect",3,"{Postgres,React}"
71c1678f-3d65-4b13-a845-d355e9bd7a41,"Lead Optimization Agent",5,"{Postgres,TypeScript}"
afb5dde3-c2a0-4378-9df6-e4600a3bb6ba,"Direct Factors Officer",3,"{React,Postgres}"
8d827643-7feb-4371-8fa4-2517748a93a0,"Future Paradigm Assistant",3,"{Postgres,TypeScript}"
c087171f-a78d-45cb-b4c1-88904661e9ce,"Investor Assurance Liaison",5,"{TypeScript,React}"
c7ee27ad-74f1-4534-95d7-9fc3894f2cc4,"Global Applications Associate",5,"{Node,Postgres}"
2f66ca25-e35c-4ded-8b05-10568f939f27,"Human Solutions Developer",5,"{Postgres,React}"
1f7ed35c-f157-46de-909f-fc8f16508492,"Regional Infrastructure Supervisor",2,"{TypeScript,Postgres}"
62e193ab-01f3-4eaa-a540-eaa4226e9c66,"Future Optimization Liaison",4,"{React,Node}"
a6f022e9-494e-4012-87b4-3ba42bd73525,"Chief Directives Technician",2,"{TypeScript,Node}"
e5763596-23b0-4fb4-abc2-f0aa04bcd0a3,"Global Functionality Manager",5,"{Node,TypeScript}"
0861a57e-33ec-4e35-8a42-474482ead24b,"District Group Planner",1,"{TypeScript,React}"
3279ab9b-d96a-4c28-83af-a4ef1ee3309c,"Chief Research Administrator",4,"{Postgres,TypeScript}"
eabf60dd-1ad7-4c3c-8234-7e633192d602,"District Operations Liaison",2,"{TypeScript,React}"
6184c399-6c93-4cda-8e6a-2848d59a1f4e,"Regional Response Specialist",1,"{TypeScript,React}"
4f0d45cc-04cf-41df-b171-66ab5e0edfb6,"Future Infrastructure Orchestrator",4,"{React,Postgres}"
f6185277-0426-44fa-b8dd-39a0312be06d,"Chief Solutions Designer",5,"{Node,TypeScript}"
175704da-b40f-4835-8919-eaa7b035fe56,"District Integration Coordinator",1,"{React,Node}"
3f8a5b09-489e-4baa-b9ce-8985b2aa9211,"Dynamic Security Agent",4,"{Node,React}"
3688f410-cda1-4dd0-9c9b-53b93289d2bc,"Dynamic Branding Manager",1,"{Postgres,TypeScript}"
2088e900-d2f5-49c3-9b03-ab06ce244e28,"Lead Research Analyst",2,"{Node,React}"
aa1b9752-c6f0-41b1-b039-7a94b7bafbc5,"District Intranet Planner",3,"{Node,Postgres}"
49b11a93-4150-4aa5-b2cb-2e0fb1819b15,"Principal Quality Producer",3,"{Node,Postgres}"
b1e6b386-9857-4330-bec2-7a23dddf1476,"National Implementation Producer",4,"{Postgres,Node}"
bce29fb1-d179-4f86-9f13-a10b8da5a9f7,"Direct Tactics Executive",4,"{Postgres,TypeScript}"
7987032b-bc82-4a8e-8f90-781dd31c5114,"Principal Identity Supervisor",3,"{Node,TypeScript}"
09e813c6-4380-4564-8f02-c762db627b05,"Dynamic Division Developer",1,"{TypeScript,React}"
eae9e939-c51e-425b-9d21-e546bfb75681,"Customer Research Supervisor",4,"{TypeScript,React}"
a3371dca-99b7-4413-a23c-7a48c8a8f3e6,"Senior Brand Facilitator",3,"{Postgres,TypeScript}"
6f9b15ae-2941-4e21-a2b1-b0982b6f85cc,"Customer Paradigm Architect",5,"{Node,Postgres}"
a8dc1992-6bab-42ed-8b47-1ae201af1a77,"Central Optimization Coordinator",1,"{Node,React}"
c7be8373-0255-4a4d-be16-ae4c44389667,"Principal Metrics Executive",3,"{Postgres,Node}"
fa9de982-c1a9-49a4-8137-de8708ed7867,"Senior Usability Representative",1,"{Postgres,React}"
dc379c8f-46ab-4343-96c1-10c25b138ba3,"District Intranet Architect",2,"{React,Node}"
c8fa4886-abfe-4511-8882-99bd0defc6c8,"Principal Intranet Producer",4,"{TypeScript,Node}"
bdf4016c-c03b-4a9f-b2ff-c3aa4d40e62f,"National Interactions Planner",1,"{React,Postgres}"
bdfab3fc-1f0e-412b-889c-e503b2028762,"District Identity Coordinator",1,"{Postgres,React}"
70372cb9-14d1-4d86-b259-b49fc2efa7fe,"Corporate Usability Assistant",2,"{Node,React}"
640a4771-a4d4-4b84-bfe6-68fa430478d3,"Human Tactics Specialist",2,"{TypeScript,Postgres}"
53cf8dbb-9973-4b5c-9c83-fa17dd0792c9,"Corporate Integration Architect",4,"{React,TypeScript}"
1a67996c-b6af-4054-99c2-b0c0173dde64,"Dynamic Intranet Strategist",1,"{Node,TypeScript}"
c540ebcd-f626-4041-a00f-27f49b39d977,"Global Markets Administrator",1,"{Postgres,Node}"
c789012b-019f-4928-8abb-281dd869380f,"National Quality Representative",3,"{Postgres,TypeScript}"
10a20a99-4e73-4ebd-8f83-a657d72803cc,"Lead Communications Architect",1,"{TypeScript,Postgres}"
ae02933d-fd4f-41e5-95ba-23eebddda074,"Principal Metrics Planner",2,"{React,Node}"
